FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
F3202	CR-590S	-0.01043442	0.2443313	-0.002828419	-0.04486495	-0.03222426	0.04159867	0.01271485	0.03509433	-0.01892652	-0.0077157
F3203	CR-591S	-0.160118	0.106257	0.001054016	0.002396359	0.04799461	0.003013858	0.004170871	0.03739667	-0.005045461	0.002116925
F3204	CR-593S	0.00753705	0.1893623	0.002054215	-0.035354	-0.01885992	0.03217114	-0.003106114	0.0284544	-0.0241379	0.01374984
F3205	CR-594S	-0.002860525	0.2594384	-0.00684613	-0.05248043	-0.03813931	0.05426431	-0.004611559	0.02492948	-0.01571223	0.006258075
F3206	CR-595S	-0.01025169	0.2535285	-0.002134775	-0.04603556	-0.04255214	0.05853327	-0.004277316	0.0375784	-0.009553734	0.01562257
F3207	CR-596S	0.01750354	0.2527464	-0.01607683	-0.01816909	-0.04554314	0.05195654	-0.004739105	0.002900139	-0.02663166	0.02677019
F3208	CR-597S	-0.06765922	0.09320283	0.01571059	-0.02392073	0.0410301	0.009391038	0.003149782	0.03525222	-0.01379703	-0.01241785
F3209	CR-598S	-0.05872364	0.1650334	0.002156777	-0.03333965	0.001543152	0.01537685	-0.006311415	0.02694358	-0.03087257	0.01302887
F3210	CR-599S	-0.05627682	0.2004805	0.009208538	-0.0243584	-0.001583427	0.03768103	0.003486741	0.02834004	-0.005406019	0.006706837
F3211	CR-600S	0.001664733	0.241959	-0.001910582	-0.05204009	-0.02545783	0.03690278	-0.009795531	0.04206761	-0.02004949	0.01873615
F3212	CR-601S	-0.02400086	0.220928	0.002710644	-0.0446553	-0.03508628	0.04470808	0.009080592	0.03597819	-0.02155302	0.01033345
F3213	CR-602S	0.003393939	0.2583135	-0.003512715	-0.04379713	-0.04327822	0.04733232	-0.0121767	0.02610712	-0.02143399	0.02423447
F3214	CR-603S	-0.03593852	0.1382445	-0.003486296	-0.01144095	3.298739e-05	0.01409026	-0.00888325	0.0339509	-0.02506848	-0.01351915
F3215	CR-604S	-0.01066312	0.2101953	0.00969446	-0.03498734	-0.02309183	0.03640558	-0.008775865	0.03656781	-0.02217079	0.01443283
F3216	CR-605S	-0.09118619	0.1059113	0.01420962	-0.001933883	0.04545412	-0.001355263	0.004524052	0.01879663	-0.01286329	-0.01077168
F3217	CR-607S	-0.04865083	0.1945815	0.0007602163	-0.02841853	0.004167037	0.02751012	-0.01272423	0.03356806	-0.03488584	0.01416624
F3218	CR-608S	-0.074152	0.1612743	0.006292431	-0.03100949	0.01664534	0.01688563	0.004338786	0.03601208	-0.03312451	0.006553723
F3219	CR-609S	-0.1232802	0.1233297	-0.006966575	-0.01811374	0.05380795	0.008737098	0.01086053	0.02575996	-0.0122965	0.007159411
F3220	CR-611S	0.03130035	0.1223251	0.02405942	-0.03351544	-0.02766713	0.02115492	-0.007006095	0.02667679	-0.04241692	0.0112844
F3221	CR-612S	-0.03227542	0.1929016	0.002371559	-0.03636083	-0.01471782	0.03541966	0.005623249	0.03565241	-0.003292307	0.0009512575
F3222	CR-613S	0.0004433661	0.2655096	-0.0009921843	-0.03162165	-0.05183809	0.05342859	0.00357603	0.05396599	-0.03220236	0.002652058
F3223	CR-614S	0.006053336	0.1185922	0.01437027	-0.02645842	-0.009259535	0.02905908	-0.005713713	0.04072958	-0.02774812	0.01338923
F3224	CR-615S	-0.04482611	0.1990141	0.01111808	-0.03521543	-0.005713638	0.03533497	0.0007883497	0.0453679	-0.02867862	-0.0001452177
F3225	CR-616S	-0.006707657	0.2511781	0.007474877	-0.03453356	-0.03302682	0.03722751	-0.004561511	0.04558029	-0.02113729	6.336949e-05
F3226	CR-617S	-0.03270949	0.1830382	0.005694707	-0.02263651	-0.01125234	0.02647311	0.009872347	0.02946047	-0.01692933	0.0008683035
F3227	CR-618S	-0.02357375	0.2454364	-0.007965884	-0.03191053	-0.03184582	0.05106052	-0.003308023	0.04589852	-0.02416369	0.007436879
F3228	CR-619S	-0.09299244	0.08727701	0.006334188	-0.003435501	0.04519816	0.006783417	0.004707368	0.02731408	-0.008696748	-0.003528243
F3229	CR-620S	-0.1726043	0.1164072	0.00207453	-0.003399826	0.07980917	-0.001664143	0.002968442	0.03426876	-0.007547424	-0.004150425
F3230	CR-622S	0.0680455	-0.1305247	-0.3691881	-0.02808903	0.06483279	0.02158988	-0.02298043	-0.07222712	-0.01305816	0.02116457
F3231	CR-623S	-0.03083664	0.2513992	-0.02472372	-0.02362628	-0.0411621	0.03209773	0.0006923002	0.07693649	-0.01636514	0.0004769645
F3232	CR-624S	-0.007661549	0.2458429	-0.008482226	-0.05429876	-0.02782972	0.04054029	-0.006078663	0.046356	-0.01467006	-0.001165788
F3233	CR-627S	-0.01906065	0.2540394	0.005279965	-0.03289901	-0.0347744	0.04193241	0.01614827	0.04048318	-0.02104619	-0.0006300445
F3234	CR-628S	-0.0017015	0.1953926	-0.0008491753	-0.03646525	-0.0288517	0.02439574	0.01694553	0.03479624	-0.02988155	0.01066073
F3235	CR-629S	-0.005196092	0.08319806	0.02342838	-0.02126434	0.005333309	0.0008256902	0.00889283	0.01459235	-0.02265635	0.006603511
F3236	CR-630S	-0.1478569	0.1605319	-0.01041354	-0.01765272	0.04611489	0.01855976	0.0002669641	0.0333972	-0.01092152	0.01753229
F3237	CR-631S	-0.01172223	0.2407288	-0.009547525	-0.05590375	-0.029728	0.04154566	-0.0007530539	0.0332451	-0.006165752	0.01198035
F3238	CR-632S	-0.005180291	0.2501879	0.007075249	-0.04595242	-0.03648771	0.03908651	0.01023618	0.02931515	-0.01774027	0.01778257
F3239	CR-633S	-0.004972787	0.2663848	-0.008520489	-0.04099924	-0.04070159	0.04453588	0.001888477	0.039396	-0.02670679	0.01032542
F3240	CR-634S	0.02354324	0.1604907	0.01090375	-0.03119125	-0.02405504	0.02714841	-0.005157395	0.03180514	-0.02788932	0.009702447
F3241	CR-635S	-0.003757462	0.253401	-0.002163946	-0.03770741	-0.04535425	0.04573947	0.003496378	0.04527204	-0.02010178	0.002304951
F3242	CR-636S	-0.001528655	0.1792176	0.007304627	-0.05150093	-0.02024624	0.03249986	0.001944859	0.0319918	-0.0392769	0.01225442
F3243	CR-637S	-0.003717634	0.2533955	-0.001385576	-0.03967253	-0.03819424	0.04898882	0.01231381	0.02681415	-0.0106162	0.007215356
F3244	CR-638S	-0.04636763	0.1699863	0.01473414	-0.02258374	0.002421002	0.02011506	0.005431912	0.02830112	-0.01126134	-0.006876027
F3245	CR-639S	0.003718609	0.2476482	0.01203961	-0.0514219	-0.03514831	0.04677845	0.007297421	0.03725852	-0.02868433	0.01822709
F3246	CR-640S	-0.007253706	0.2455455	-0.006316003	-0.0388144	-0.03465453	0.04987348	-0.009593268	0.04443146	-0.02567794	0.009561722
F3247	CR-641S	-0.1446214	0.1115882	-0.001484144	-0.01548565	0.05236671	0.01938078	0.009797117	0.024286	0.001368856	-0.006579426
F3248	CR-642S	0.01153774	0.2220365	-0.002579563	-0.04593538	-0.03759218	0.0368611	-0.002084197	0.0352392	-0.03285532	0.007475503
F3249	CR-643S	0.06204497	-0.1239251	-0.3622027	-0.007096139	0.05138305	0.0179414	-0.01602516	-0.07075057	-0.01058026	0.01390345
F3250	CR-644S	-0.01146234	0.2617935	-0.01031623	-0.05098099	-0.03567132	0.04032033	-0.0009095358	0.04119893	-0.0262424	0.002807001
F3251	CR-645S	0.06576948	-0.1472899	-0.3661472	-0.02849386	0.06755068	0.01737059	-0.00824587	-0.07651668	-0.006880731	0.03201666
F3252	CR-646S	-0.05255846	0.1851837	-0.001479455	-0.03505452	-0.003139226	0.03913692	0.003844561	0.02617418	-0.01068069	0.002817338
F3253	CR-647S	-0.0122593	0.2194221	-0.003918168	-0.05332756	-0.02556623	0.03502079	0.002287164	0.03258951	-0.007479016	0.001073116
F3254	CR-648S	-0.03420636	0.1500538	0.009603131	-0.0408673	0.00539271	0.02280923	0.00108085	0.04053794	-0.01329891	0.01489013
F3255	CR-649S	-0.01339696	0.2460984	-0.0278253	-0.00162497	-0.03753049	0.02641257	-0.001909273	0.07541161	-0.01791483	0.01219929
F3256	CR-650S	0.06718072	-0.1438857	-0.3507697	-0.02513296	0.05637568	0.03629447	-0.03571113	-0.07344254	-0.01623487	0.01884713
F3257	CR-651S	0.008907609	0.1753008	-0.0008575627	-0.04993584	-0.01873462	0.02741546	-0.003172422	0.03073492	-0.00959167	0.005493147
F3258	CR-652S	-0.05870357	0.1120494	0.01233753	-0.0269631	0.02880222	0.01735871	0.01050537	0.03343219	-0.02029308	-0.0008037333
F3259	CR-653S	0.07027922	-0.1399704	-0.3688769	-0.02403305	0.06136824	0.03504493	-0.01432742	-0.06053451	-0.01693041	0.01366087
F3260	CR-654S	-0.0005053612	0.1770086	0.01773389	-0.03360595	-0.0176285	0.0196425	0.01107501	0.0291964	-0.02474267	0.005227807
F3261	CR-655S	-0.01321674	0.2544675	-0.01966956	-0.03545102	-0.04599695	0.04096826	-0.001847316	0.05163948	-0.02511179	0.01054036
F3262	CR-656S	-0.01067518	0.2153791	-0.00699758	-0.03132693	-0.02345649	0.03389279	-0.0030358	0.04210312	-0.01349525	0.01707634
F3263	CR-657S	-0.07457227	0.1540055	0.0005737728	-0.01981358	0.02431445	0.02254374	-0.008970217	0.03490061	-0.02084935	0.007041131
F3264	CR-658S	-0.01175155	0.2461394	-0.01000827	-0.03741179	-0.02386635	0.0443956	-0.006346362	0.02420882	-0.01797441	0.01950976
F3265	CR-659S	0.06484357	-0.13645	-0.3632959	-0.02613813	0.07327552	0.02956793	-0.0250395	-0.06345365	-0.01333787	0.02759974
F3266	CR-660S	0.002558301	0.2367016	0.000320616	-0.02995504	-0.03230676	0.03257727	0.00673034	0.03861368	-0.02965119	0.003471305
F3267	CR-661S	0.01043832	0.1057107	0.02612619	-0.01571255	-0.006663105	0.007979475	0.005270389	0.007689082	-0.0403611	0.001004587
F3268	CR-662S	-0.01696949	0.2311906	0.001002881	-0.05090703	-0.02946863	0.03226998	0.01266943	0.03940906	-0.03244081	0.0009847519
F3269	CR-663S	-0.01279911	0.1386454	0.02296236	-0.03028694	-0.006889615	0.01563526	0.009993349	0.02936847	-0.02877384	0.00826036
F3270	CR-664S	-0.03873972	0.2414334	0.002730864	-0.04540005	-0.01651663	0.03456745	-0.003366884	0.03906946	-0.02280531	0.002790031
F3271	CR-665S	-0.01396561	0.2481445	-0.008298252	-0.04167285	-0.03131229	0.04169832	-0.001610629	0.03908024	-0.02578989	0.008737853
F3272	CR-666S	-0.01752353	0.2209802	-0.001353108	-0.04210599	-0.0152336	0.03710264	0.01346296	0.03842419	-0.01173758	0.001235096
F3273	CR-667S	-0.005915303	0.1533497	0.01687632	-0.03123047	-0.01677186	0.01722862	0.007416418	0.01620125	-0.01910586	0.005890669
F3274	CR-669S	-0.01199826	0.1959122	0.005602028	-0.0384947	-0.02916635	0.0193558	-0.01077541	0.0285854	-0.01022152	0.007315318
F3275	CR-671S	-0.004737624	0.2206048	-0.004525372	-0.04539741	-0.02745132	0.03629187	-0.008533736	0.03022436	-0.03461644	0.009432838
F3276	CR-673S	-0.00977799	0.2584164	0.001130304	-0.05783354	-0.03987291	0.05122623	-0.005072775	0.04601871	-0.007762024	0.009521509
F3277	CR-674S	0.08779732	0.004030238	0.04128824	-0.005829171	-0.01664118	-0.01572554	0.002944599	0.0005122074	-0.07394208	0.02872777
F3278	CR-675S	0.003972376	0.2562683	0.0149845	-0.05347893	-0.03641213	0.05224134	-0.004150412	0.03848445	-0.01823679	0.004154433
F3279	CR-676S	-0.0138125	0.205434	0.01410625	-0.04132178	-0.02559885	0.03257427	-0.001413912	0.03663313	-0.004720133	0.006437524
F3280	CR-678S	-0.02884014	0.1410757	-0.001045961	-0.02054471	-0.0009841575	0.01619021	0.01398334	0.03331646	-0.02215108	0.01115809
F3281	CR-679S	-0.05797614	0.1779196	0.01214891	-0.02390317	-0.003534776	0.03053762	-0.005394286	0.03565603	-0.02176486	0.008113572
F3282	CR-680S	-0.01448005	0.1953116	0.001787618	-0.04105633	-0.0306703	0.02787763	0.002027253	0.02271636	-0.007198103	0.005385409
F3283	CR-681S	-0.005804303	0.1675368	0.01167082	-0.03446863	-0.01564133	0.01825843	0.002549783	0.03235985	-0.008354342	-0.007707762
F3284	CR-682S	-0.01160088	0.2540507	-0.005620145	-0.03758475	-0.02375603	0.05051166	-0.003266841	0.02828413	-0.03224035	0.007498401
F3285	CR-683S	-0.09713676	0.127016	0.007705106	-0.009100292	0.03767102	0.01936706	0.007703943	0.04694475	0.001084307	0.0004633278
F3286	CR-684S	-9.855656e-05	0.2593888	-0.001891786	-0.04622618	-0.03732943	0.04701718	-0.01075981	0.03487206	-0.02413139	0.01730778
F3287	CR-685S	0.0002393039	0.2527597	0.002224036	-0.05117696	-0.03565174	0.04723879	-0.005743073	0.03119479	-0.01675743	0.004918903
F3288	CR-686S	-0.001498951	0.1573756	0.005629249	-0.02973172	-0.01163164	0.01253221	-0.003944043	0.02958796	-0.0191272	0.01241677
F3289	CR-687S	-0.0005926341	0.2650067	-0.01287043	-0.04287381	-0.03456525	0.05771744	0.009856233	0.03099834	-0.02396451	0.01544279
F3290	CR-688S	-0.01218094	0.2221438	-0.00297579	-0.02229324	-0.02372103	0.03581393	-0.01278793	0.01997937	-0.03285053	-0.001313347
F3291	CR-689S	-0.01732105	0.2318245	-0.002531894	-0.04582396	-0.02734437	0.03135576	0.004807319	0.04668499	-0.01750415	0.007719974
F3292	CR-691S	-0.0173109	0.2240868	0.0005275541	-0.04131129	-0.02404985	0.02694693	0.005265439	0.03961546	-0.01312576	0.0002251078
F3293	CR-692S	0.02356975	0.09924821	0.01439238	-0.03227341	-0.004272203	0.005703022	0.008754903	0.01021222	-0.02331451	0.002528136
F3294	CR-693S	-0.0276937	0.2489685	-0.004629343	-0.04351759	-0.04117896	0.04474976	-0.002274708	0.0463963	-0.01862718	0.01782524
F3295	CR-694S	-0.05199738	0.1661791	-0.00600264	-0.009134131	-0.001390057	0.03131954	0.007539467	0.03960583	-0.0209543	0.0196985
F3296	CR-696S	-0.03012345	0.1929896	0.00306335	-0.03851188	-0.01313549	0.03847627	0.001524308	0.04335612	-0.01496105	0.01567623
F3297	CR-697S	0.02121784	0.2490847	-0.0002828911	-0.05055915	-0.03793912	0.06052587	-0.00832654	0.02760295	-0.02255213	0.0009421474
F3298	CR-698S	0.00707352	0.1999727	0.0105742	-0.03792032	-0.03105648	0.04682642	0.00992725	0.03499841	-0.01950199	0.00758186
F3299	CR-699S	-0.02153	0.1901765	0.004176632	-0.02924834	-0.01811658	0.02739947	0.0005364994	0.03625996	-0.01065094	0.008910669
F3300	CR-701S	-0.1153512	0.1126218	0.02285195	-0.01628229	0.0449439	0.02409807	-0.0003438699	0.0305245	-0.01124407	0.001025223
F3301	CR-703S	-0.03569511	0.2457999	-0.02993784	-0.01171645	-0.03944678	0.03017619	0.001555085	0.0676424	-0.02896258	-0.006648542
F3302	CR-704S	-0.0009477109	0.2222898	0.007321577	-0.04938093	-0.03079381	0.0364564	0.003952745	0.02684295	-0.0312634	0.02605986
F3303	CR-705S	0.007258278	0.2383143	-0.01154709	-0.04396049	-0.03861397	0.04624156	-0.004409937	0.03890165	-0.03042701	0.01142211
F3304	CR-706S	-0.03620314	0.175637	-0.0007424611	-0.03050997	-0.009374862	0.04198891	0.01107814	0.03162649	-0.007262261	0.008729222
F3305	CR-708S	0.006429552	0.1573791	0.009727482	-0.0258286	-0.01781295	0.02417597	0.00479357	0.03575797	-0.01567308	0.002257472
F3306	CR-709S	-0.1813579	0.04304684	0.004861871	0.0004427155	0.09724563	-0.01578597	0.007643514	0.03102608	0.003873172	-0.008904312
F3307	CR-712S	-0.02338472	0.1987302	-0.002693133	-0.04141732	-0.01333703	0.04146375	0.004614021	0.038583	-0.01808243	0.01038027
F3308	CR-717S	-0.002335056	0.253973	-0.00353426	-0.04945793	-0.04659412	0.05406368	-0.0001574422	0.04462427	-0.02224435	0.007200127
F3309	CR-718S	-0.01026799	0.2558688	-0.01100435	-0.05443294	-0.04034354	0.05083967	0.007542615	0.04886393	-0.03919094	-0.001079391
F3310	CR-719S	-0.02310611	0.2609929	2.228226e-05	-0.03095393	-0.04038003	0.03101987	-0.005918253	0.06494173	-0.01488554	-0.00340803
F3311	CR-720S	-0.004254354	0.2517763	-0.007678584	-0.04239725	-0.03316683	0.04836896	0.003085127	0.03625362	-0.02713557	0.01738598
F3312	CR-721S	-0.0153419	0.2688757	0.004527047	-0.04543457	-0.02339059	0.0420088	0.004278589	0.02836569	-0.00925004	0.0144993
F3313	CR-722S	-0.0162896	0.1733196	0.002536889	-0.03445357	-0.01644905	0.03188556	0.007924006	0.02039972	-0.02413812	0.005922206
F3314	CR-723S	-0.0353505	0.2296155	-0.002598971	-0.04091185	-0.02875577	0.0471889	0.007032146	0.03328837	-0.01723631	0.006456988
F3315	CR-725S	-0.008564982	0.253265	-0.006203103	-0.05728323	-0.03727528	0.0435362	0.0009470041	0.03582798	-0.004005547	0.0004630806
F3316	CR-728S	-0.007500391	0.2126444	-0.003287282	-0.02945812	-0.0342399	0.03074792	0.009899148	0.03808167	-0.01571232	0.01285475
F3317	CR-729S	-0.007714826	0.259452	-0.004926013	-0.03087324	-0.03708408	0.04045053	-0.009428045	0.05461211	-0.02453783	0.006496255
F3318	CR-730S	-0.01821218	0.1619565	0.003036868	-0.03061351	-0.00876097	0.03858441	0.008786754	0.02406587	-0.01629343	0.01077305
F3319	CR-731S	-0.02574745	0.192853	0.006482115	-0.0422371	-0.01388202	0.02083163	0.003113014	0.04084064	-0.007561606	0.01388924
F3320	CR-732S	-0.01118786	0.2492115	0.0006501895	-0.04474219	-0.03621392	0.04489335	-0.005832666	0.05278596	-0.01441934	-0.004247682
F3321	CR-733S	-0.01413484	0.2412408	-0.003237939	-0.04004288	-0.02290912	0.04949009	-0.002950735	0.02875845	-0.01739797	0.006131126
F3322	CR-734S	-0.01940648	0.2342757	-0.01598129	-0.02576335	-0.03452893	0.03850892	0.01471242	0.05431059	-0.02559679	0.01575629
F3323	CR-735S	-0.01609425	0.2550067	-0.01171681	-0.03584035	-0.04901185	0.04898343	-0.01487825	0.05678287	-0.01329349	0.01453163
F3324	CR-738S	-0.02040386	0.09776577	0.01129181	-0.01859516	0.01198829	0.01255733	-0.003344564	0.02080764	-0.01697915	0.00644058
F3325	CR-740S	-0.1334955	0.1030806	-0.00247878	0.0001897898	0.05734274	-0.002702905	0.001918893	0.02769709	-0.01900425	0.005295596
F3326	CR-742S	-0.0179397	0.2435678	-0.008558595	-0.04101761	-0.02402193	0.04601303	0.0002922633	0.04420848	-0.01179031	0.004693997
F3327	CR-744S	-0.007966425	0.2550939	-0.004491497	-0.05353721	-0.01969246	0.0551636	-0.003878498	0.04571326	-0.01378689	0.009636067
F3328	CR-745S	-0.09341446	0.1768909	-0.009338208	-0.01295301	0.01664531	0.0342598	0.00258237	0.04329898	-0.01120628	-0.009321675
F3329	CR-746S	-0.2681628	0.05097118	0.0005231717	0.02299789	0.1451663	-0.003033798	0.007724876	0.04589427	0.0005154069	-0.0159881
F3330	CR-747S	-0.007578748	0.2580826	-0.009647685	-0.03808162	-0.04803411	0.04756379	-0.0007800517	0.03800848	-0.02160698	0.005370547
F3331	CR-748S	-0.005213682	0.2431917	0.003852218	-0.04070034	-0.0277745	0.04363319	-0.001951583	0.04161653	-0.01518009	-0.002972141
F3332	CR-749S	-0.03435501	0.1804805	-0.0004314964	-0.03057837	-0.01021277	0.0240823	0.009792693	0.02187193	-0.006912164	0.01494981
F3333	CR-750S	0.00360086	0.1439437	0.01374004	-0.03927332	-0.001351689	0.02785457	0.003587994	0.02977313	-0.03125023	0.004068896
F3334	CR-751S	-0.003170534	0.2562646	-0.0001408149	-0.0464443	-0.04778186	0.04301551	-0.00515653	0.02619892	-0.0249289	0.006932762
F3335	CR-752S	-0.01578755	0.260258	0.001806618	-0.05372878	-0.04146586	0.04852632	0.004160881	0.04761299	-0.01741026	0.01022066
F3336	CR-753S	0.023006	0.1926096	0.008360202	-0.03792048	-0.03094282	0.03112485	-0.002124179	0.04421903	-0.02247091	0.01271804
F3337	CR-754S	-0.007022028	0.1683577	0.00502831	-0.03698352	-0.0272111	0.01418763	-0.006467689	0.03461651	-0.007891445	0.008599848
F3338	CR-755S	-0.04183488	0.1544863	0.009747408	-0.03699483	-0.002710237	0.02179054	0.01945273	0.03480913	-0.02771695	0.01361911
F3339	CR-759S	-0.01201239	0.2509214	-0.007550888	-0.04715097	-0.03098898	0.05094185	0.01942374	0.04533041	-0.03158361	0.01081424
F3340	CR-761S	0.02509324	0.0964058	0.01718256	-0.02738498	-0.00754255	0.006570787	-0.01707818	0.0212522	-0.03761487	0.001658299
F3341	CR-762S	-0.03577371	0.2309814	0.01663874	-0.04308156	-0.02736764	0.04094368	0.0101162	0.03654111	-0.02012768	0.01003357
F3342	CR-764S	0.006133637	0.2689921	-0.01260635	-0.03929159	-0.04422237	0.04185923	-0.000362548	0.0365329	-0.03240809	-0.0007743852
F3343	CR-765S	0.0006361912	0.2501495	-0.01149383	-0.04156505	-0.04345588	0.05370572	-0.006103894	0.01291752	-0.0225495	0.01578478
F3344	CR-767S	-0.1961766	0.07711884	-0.01211059	0.01629535	0.1072138	0.003399137	0.007899518	0.03882135	-0.005920965	0.01431897
F3345	CR-768S	-0.001878592	0.2567185	-0.007097455	-0.03756512	-0.03669679	0.04729519	0.001784895	0.04015069	-0.02222826	0.006763645
F3346	CR-769S	0.005238464	0.241863	0.001056053	-0.042731	-0.03440949	0.04924622	-0.001743943	0.02279644	-0.01728044	0.003476266
F3347	CR-770S	-0.01430134	0.2581105	-0.013781	-0.0358122	-0.03874114	0.05764287	0.005916533	0.05248714	-0.02619373	-0.006150961
F3348	CR-772S	-0.002549082	0.2510997	-0.01337087	-0.03635545	-0.04379199	0.05755534	0.001562901	0.04277912	-0.02841839	0.008507791
F3349	CR-773S	-0.01269958	0.1586307	0.008746643	-0.03252113	-0.01949207	0.01938338	-0.004872011	0.03050961	-0.01225022	0.01295638
F3350	CR-775S	-0.08172462	0.1986155	0.006363988	-0.0240406	0.01342413	0.0324232	0.004985899	0.03014186	-0.01454005	0.003224901
F3351	CR-776S	-0.01474224	0.2549616	-0.01471639	-0.04335595	-0.03229593	0.03102435	0.002479463	0.03006734	-0.01340991	0.002572607
F3352	CR-780S	0.008238555	0.1488866	0.0210365	-0.03046376	-0.01606255	0.02522449	-0.0131774	0.02495762	-0.02727675	0.03011372
F3353	CR-781S	-0.0004752203	0.2074337	0.0005817796	-0.03993094	-0.02739964	0.03604356	-0.02373666	0.04549407	-0.03428445	0.0130793
F3354	CR-782S	-0.05287283	0.08700375	0.01376991	-0.02325433	0.03691941	0.01572003	0.01284524	0.02571522	-0.02093657	0.01267787
F3355	CR-783S	-0.08763856	0.1263488	-0.003503313	-0.01609326	0.03357715	-0.001550791	0.00451874	0.02058917	-0.004742427	-0.004747957
F3356	CR-784S	-0.06906103	0.1327576	0.009936347	-0.02145391	0.01512948	0.01123429	0.005819479	0.02220808	-0.01413125	0.010295
F3357	CR-785S	-0.0323722	0.2391343	0.002427746	-0.04239589	-0.02819799	0.04360884	-0.008971929	0.04028699	-0.01580632	0.00267418
F3358	CR-787S	0.01053308	0.2334502	0.008846353	-0.04065343	-0.04547251	0.04821519	0.0007943955	0.03509353	-0.01875319	0.006566123
F3359	CR-788S	-0.00595402	0.2302545	-0.001539518	-0.04918448	-0.03471429	0.04068474	-0.01461639	0.04672291	-0.02169717	0.003784326
F3360	CT-IBG-2-CG-187T1	0.03760679	-0.01818786	0.04654562	-0.01108908	0.01677557	-0.07109229	-0.009616102	-0.023577	0.008441374	0.003667017
F3361	CT-IBG-2-CG-191-N	0.06980171	0.02378008	0.04665767	-0.04019	-0.0257545	-0.0458413	0.01189561	-0.006895858	-0.00511965	0.003244699
F3362	F61-M119	0.06496404	0.05071144	0.0302474	-0.01386893	-0.02459171	0.01427713	-0.006897003	0.01175962	-0.04261548	-0.008236304
F3363	MD1CCR0004	0.04659457	0.1234777	0.03013762	-0.05052129	-0.04794467	-0.02986462	0.005861508	0.01012675	0.04913266	-0.03201324
F3364	MD1CCR0007	-0.0592084	0.02106557	0.03156972	-0.02794651	0.0381459	-0.04447655	0.005939887	0.01546876	0.02961647	-0.03210193
F3365	MD1CCR0009	0.006169346	0.03534636	0.02494952	-0.03124805	0.001450116	-0.04877617	0.002993285	0.006652233	0.05337018	-0.02291329
F3366	MD1CCR0013	-0.0618591	0.04304165	0.02315965	-0.02164691	0.0301307	-0.03733871	0.0005104822	0.02193758	0.04857033	-0.01731975
F3367	MD1CCR0015	-0.1660812	-0.01169391	0.01241518	0.003417307	0.09009658	-0.04527661	0.003661737	0.01875042	0.04163556	-0.01525153
F3368	MD1CCR0018	0.01908284	0.1697568	0.02448198	-0.04887158	-0.03256501	0.01579478	-0.004739752	0.03122227	0.02315807	-0.01549396
F3369	MD1CCR0020	0.01319085	0.06933562	0.03067099	-0.02615151	0.003591129	-0.04036707	-0.01903135	0.01302993	0.04371791	-0.01376306
F3370	MD1CCR0021	0.02022051	0.02967077	0.03656289	-0.03612939	-0.003121275	-0.05697134	-0.00369234	0.003226351	0.04022793	-0.0196394
F3371	MD1CCR0028	-0.09054007	0.0254076	0.01839821	-0.01284299	0.05597633	-0.04835768	0.00390446	0.007014446	0.03568782	-0.01573705
F3372	MD1CCR0030	0.001815235	-0.009136587	0.03392697	-0.02142468	0.0188314	-0.06723092	-0.003101253	-0.00532956	0.02057273	-0.01753162
F3373	MD1CCR0031	0.03830194	0.1599166	0.01466135	-0.05568326	-0.04486831	-0.007212734	-0.00440928	0.03096937	0.0757262	-0.06390736
F3374	MD1CCR0033	-0.03344903	0.04567141	0.02663456	-0.01961332	0.01993627	-0.05107732	-0.004630943	0.008634419	0.03376638	-0.007976553
F3375	MD1CCR0036	-0.03224197	0.03815132	0.0273755	-0.01345168	0.03232188	-0.0391802	-0.001180882	0.02054077	0.02953357	-0.02014692
F3376	MD1CCR0037	-0.0570054	0.09794976	0.01147764	-0.03156907	0.02592885	-0.0227164	0.01283132	0.02550498	0.0407994	-0.02222172
F3377	MD1CCR0047	0.03906658	0.161538	0.0245983	-0.05876148	-0.04638825	-0.005739329	0.009890503	0.04043257	0.100799	-0.05926354
F3378	MD1CCR0049	-0.02478521	0.06770338	0.01637189	-0.03683946	0.01078179	-0.03611028	-0.002406786	0.03274894	0.03366914	-0.02827167
F3379	MD1CCR0056	-0.07356859	0.06493463	0.01661312	-0.02041768	0.04177834	-0.02491231	0.0100436	0.01707971	0.04738532	-0.02387443
F3380	MD1CCR0057	0.04775799	-0.02488795	0.04238276	-0.03262795	-0.007201443	-0.08252212	0.001327082	-0.02615935	0.02381235	-0.02174268
F3381	MD1CCR0060	0.03871199	0.01459105	0.04847451	-0.03899579	-0.002262724	-0.05540071	-0.001463476	-0.003893653	0.0531741	-0.02786545
F3382	MD1CCR0070	0.0203939	0.1483648	0.01452407	-0.05770157	-0.03107162	-0.01762867	0.0112871	0.02614084	0.03731737	-0.02064542
F3383	MD2CCR0001	0.01585062	0.110657	0.01855617	-0.03468277	-0.01937074	-0.02191139	0.008397751	0.0212019	0.02304726	-0.02306214
F3384	MD2CCR0002	0.005727864	0.1078469	0.01842431	-0.03385382	8.83916e-05	-0.02996724	0.005757661	0.02496325	0.0257333	-0.02071229
F3385	MD2CCR0003	0.01316178	0.09383516	0.04480925	-0.03701289	-0.01605519	-0.02120213	0.002752365	0.0163524	0.02040594	-0.01218843
F3386	MD2CCR0004	-0.06559056	-0.006112789	0.02115695	-0.01268966	0.04726197	-0.04483488	0.007530579	-0.004602048	0.02848746	-0.02732204
