ID	SampleID	REF	Origin
6039	GA001445	AFR	Genome Asia
6048	GA001454	AFR	Genome Asia
6049	GA001455	AFR	Genome Asia
7256	HG01882	AFR	1000G
7258	HG01885	AFR	1000G
7260	HG01889	AFR	1000G
7265	HG01896	AFR	1000G
7323	HG02013	AFR	1000G
7342	HG02051	AFR	1000G
7343	HG02052	AFR	1000G
7369	HG02095	AFR	1000G
7373	HG02107	AFR	1000G
7375	HG02111	AFR	1000G
7394	HG02144	AFR	1000G
7448	HG02281	AFR	1000G
7460	HG02307	AFR	1000G
7466	HG02317	AFR	1000G
7467	HG02318	AFR	1000G
7470	HG02325	AFR	1000G
7475	HG02339	AFR	1000G
7514	HG02419	AFR	1000G
7520	HG02439	AFR	1000G
7521	HG02442	AFR	1000G
7523	HG02449	AFR	1000G
7544	HG02497	AFR	1000G
7548	HG02508	AFR	1000G
7549	HG02511	AFR	1000G
7555	HG02537	AFR	1000G
7559	HG02549	AFR	1000G
7562	HG02557	AFR	1000G
7597	HG02635	AFR	1000G
7685	HG02851	AFR	1000G
7704	HG02922	AFR	1000G
7705	HG02923	AFR	1000G
7706	HG02938	AFR	1000G
7707	HG02941	AFR	1000G
7708	HG02943	AFR	1000G
7709	HG02944	AFR	1000G
7710	HG02946	AFR	1000G
7711	HG02947	AFR	1000G
7712	HG02952	AFR	1000G
7713	HG02953	AFR	1000G
7714	HG02968	AFR	1000G
7715	HG02970	AFR	1000G
7716	HG02971	AFR	1000G
7717	HG02973	AFR	1000G
7718	HG02974	AFR	1000G
7719	HG02976	AFR	1000G
7720	HG02977	AFR	1000G
7721	HG02979	AFR	1000G
7722	HG02981	AFR	1000G
7740	HG03040	AFR	1000G
7762	HG03081	AFR	1000G
7769	HG03095	AFR	1000G
7772	HG03099	AFR	1000G
7773	HG03100	AFR	1000G
7774	HG03103	AFR	1000G
7775	HG03105	AFR	1000G
7776	HG03108	AFR	1000G
7777	HG03109	AFR	1000G
7778	HG03111	AFR	1000G
7779	HG03112	AFR	1000G
7780	HG03114	AFR	1000G
7781	HG03115	AFR	1000G
7782	HG03117	AFR	1000G
7783	HG03118	AFR	1000G
7784	HG03120	AFR	1000G
7785	HG03121	AFR	1000G
7786	HG03123	AFR	1000G
7787	HG03124	AFR	1000G
7788	HG03126	AFR	1000G
7789	HG03127	AFR	1000G
7790	HG03129	AFR	1000G
7791	HG03130	AFR	1000G
7792	HG03132	AFR	1000G
7793	HG03133	AFR	1000G
7794	HG03135	AFR	1000G
7795	HG03136	AFR	1000G
7796	HG03139	AFR	1000G
7797	HG03157	AFR	1000G
7798	HG03159	AFR	1000G
7799	HG03160	AFR	1000G
7800	HG03162	AFR	1000G
7801	HG03163	AFR	1000G
7802	HG03166	AFR	1000G
7803	HG03168	AFR	1000G
7804	HG03169	AFR	1000G
7805	HG03172	AFR	1000G
7806	HG03175	AFR	1000G
7807	HG03189	AFR	1000G
7808	HG03190	AFR	1000G
7809	HG03193	AFR	1000G
7810	HG03195	AFR	1000G
7811	HG03196	AFR	1000G
7812	HG03198	AFR	1000G
7813	HG03199	AFR	1000G
7814	HG03202	AFR	1000G
7831	HG03265	AFR	1000G
7832	HG03267	AFR	1000G
7833	HG03268	AFR	1000G
7834	HG03270	AFR	1000G
7835	HG03271	AFR	1000G
7836	HG03279	AFR	1000G
7837	HG03280	AFR	1000G
7838	HG03291	AFR	1000G
7839	HG03294	AFR	1000G
7840	HG03295	AFR	1000G
7841	HG03297	AFR	1000G
7842	HG03298	AFR	1000G
7843	HG03300	AFR	1000G
7844	HG03301	AFR	1000G
7845	HG03303	AFR	1000G
7846	HG03304	AFR	1000G
7847	HG03311	AFR	1000G
7848	HG03313	AFR	1000G
7849	HG03342	AFR	1000G
7850	HG03343	AFR	1000G
7851	HG03351	AFR	1000G
7852	HG03352	AFR	1000G
7853	HG03354	AFR	1000G
7854	HG03363	AFR	1000G
7855	HG03366	AFR	1000G
7856	HG03367	AFR	1000G
7857	HG03369	AFR	1000G
7858	HG03370	AFR	1000G
7859	HG03372	AFR	1000G
7873	HG03432	AFR	1000G
7902	HG03499	AFR	1000G
7903	HG03511	AFR	1000G
7904	HG03514	AFR	1000G
7905	HG03515	AFR	1000G
7906	HG03517	AFR	1000G
7907	HG03518	AFR	1000G
7908	HG03520	AFR	1000G
7909	HG03521	AFR	1000G
7918	HG03563	AFR	1000G
9726	NA18486	AFR	1000G
9727	NA18488	AFR	1000G
9728	NA18489	AFR	1000G
9729	NA18498	AFR	1000G
9730	NA18499	AFR	1000G
9731	NA18501	AFR	1000G
9732	NA18502	AFR	1000G
9733	NA18504	AFR	1000G
9734	NA18505	AFR	1000G
9735	NA18507	AFR	1000G
9736	NA18508	AFR	1000G
9738	NA18511	AFR	1000G
9739	NA18516	AFR	1000G
9740	NA18517	AFR	1000G
9741	NA18519	AFR	1000G
9742	NA18520	AFR	1000G
9743	NA18522	AFR	1000G
9744	NA18523	AFR	1000G
9848	NA18853	AFR	1000G
9849	NA18856	AFR	1000G
9850	NA18858	AFR	1000G
9851	NA18861	AFR	1000G
9852	NA18864	AFR	1000G
9853	NA18865	AFR	1000G
9854	NA18867	AFR	1000G
9855	NA18868	AFR	1000G
9856	NA18870	AFR	1000G
9857	NA18871	AFR	1000G
9858	NA18873	AFR	1000G
9859	NA18874	AFR	1000G
9860	NA18876	AFR	1000G
9861	NA18877	AFR	1000G
9862	NA18878	AFR	1000G
9863	NA18879	AFR	1000G
9864	NA18881	AFR	1000G
9865	NA18907	AFR	1000G
9867	NA18909	AFR	1000G
9868	NA18910	AFR	1000G
9869	NA18912	AFR	1000G
9870	NA18915	AFR	1000G
9871	NA18916	AFR	1000G
9872	NA18917	AFR	1000G
9873	NA18923	AFR	1000G
9874	NA18924	AFR	1000G
9875	NA18933	AFR	1000G
9876	NA18934	AFR	1000G
9951	NA19024	AFR	1000G
9959	NA19036	AFR	1000G
9999	NA19092	AFR	1000G
10000	NA19093	AFR	1000G
10001	NA19095	AFR	1000G
10002	NA19096	AFR	1000G
10005	NA19102	AFR	1000G
10006	NA19107	AFR	1000G
10007	NA19108	AFR	1000G
10009	NA19114	AFR	1000G
10010	NA19116	AFR	1000G
10013	NA19119	AFR	1000G
10014	NA19121	AFR	1000G
10015	NA19129	AFR	1000G
10016	NA19130	AFR	1000G
10018	NA19137	AFR	1000G
10019	NA19138	AFR	1000G
10020	NA19141	AFR	1000G
10021	NA19143	AFR	1000G
10022	NA19144	AFR	1000G
10023	NA19146	AFR	1000G
10024	NA19147	AFR	1000G
10025	NA19149	AFR	1000G
10026	NA19152	AFR	1000G
10027	NA19153	AFR	1000G
10028	NA19159	AFR	1000G
10029	NA19160	AFR	1000G
10030	NA19171	AFR	1000G
10031	NA19172	AFR	1000G
10032	NA19175	AFR	1000G
10033	NA19184	AFR	1000G
10034	NA19185	AFR	1000G
10037	NA19197	AFR	1000G
10038	NA19198	AFR	1000G
10039	NA19200	AFR	1000G
10040	NA19201	AFR	1000G
10041	NA19204	AFR	1000G
10042	NA19206	AFR	1000G
10043	NA19207	AFR	1000G
10044	NA19209	AFR	1000G
10045	NA19210	AFR	1000G
10048	NA19222	AFR	1000G
10049	NA19223	AFR	1000G
10050	NA19225	AFR	1000G
10053	NA19238	AFR	1000G
10054	NA19239	AFR	1000G
10073	NA19324	AFR	1000G
10085	NA19360	AFR	1000G
10086	NA19372	AFR	1000G
10113	NA19436	AFR	1000G
10117	NA19440	AFR	1000G
10119	NA19445	AFR	1000G
10128	NA19457	AFR	1000G
10130	NA19462	AFR	1000G
10241	NA20291	AFR	1000G
10244	NA20298	AFR	1000G
5244	FNFM71_NFM041 AMR INMEGEN
5245	FNFM74_NFM043 AMR INMEGEN
5246	FNFM74_NFM044 AMR INMEGEN
5247	FNFM159_NFM001 AMR INMEGEN
5248	FNFM159_NFM002 AMR INMEGEN
5249	FNFM171_NFM004 AMR INMEGEN
5250	FNFM171_NFM005 AMR INMEGEN
5252	FNFM174_NFM008 AMR INMEGEN
5253	FNFM274_NFM010 AMR INMEGEN
5255	FNFM292_NFM014 AMR INMEGEN
5256	FNFM355_NFM016 AMR INMEGEN
5257	FNFM355_NFM017 AMR INMEGEN
5258	FNFM391_NFM019 AMR INMEGEN
5259	FNFM391_NFM020 AMR INMEGEN
5261	FNFM443_NFM025 AMR INMEGEN
5262	FNFM443_NFM026 AMR INMEGEN
5263	FNFM450_NFM028 AMR INMEGEN
5265	FNFM529_NFM031 AMR INMEGEN
5266	FNFM550_NFM034 AMR INMEGEN
5267	FNFM550_NFM035 AMR INMEGEN
5268	FNFM623_NFM037 AMR INMEGEN
5269	FNFM623_NFM038 AMR INMEGEN
5270	FNXP01_NXP020 AMR INMEGEN
5271	FNXP01_NXP021 AMR INMEGEN
5282	FTOT01_TOT022 AMR INMEGEN
5283	FTOT01_TOT023 AMR INMEGEN
5284	FZAP01_ZAPS018 AMR INMEGEN
5285	FZAP01_ZAPS019 AMR INMEGEN
5286	FZAP02_ZAPS021 AMR INMEGEN
5287	FZAP02_ZAPS022 AMR INMEGEN
5288	FZAP03_ZAPS024 AMR INMEGEN
5289	FZAP03_ZAPS025 AMR INMEGEN
6537	GUE12060_GUE122060 AMR INMEGEN
6541	GUE12065_GUE121065 AMR INMEGEN
6558	GUE12079_GUE122079 AMR INMEGEN
7112	HG01572	AMR	1000G
7271	HG01920	AMR	1000G
7273	HG01923	AMR	1000G
7275	HG01926	AMR	1000G
7276	HG01927	AMR	1000G
7281	HG01938	AMR	1000G
7290	HG01951	AMR	1000G
7295	HG01961	AMR	1000G
7298	HG01968	AMR	1000G
7302	HG01974	AMR	1000G
7372	HG02105	AMR	1000G
7396	HG02147	AMR	1000G
7397	HG02150	AMR	1000G
7437	HG02259	AMR	1000G
7440	HG02265	AMR	1000G
7441	HG02266	AMR	1000G
7442	HG02271	AMR	1000G
7443	HG02272	AMR	1000G
7445	HG02275	AMR	1000G
7454	HG02291	AMR	1000G
8237	HUI001_HUI001 AMR INMEGEN
8238	HUI002_HUI002 AMR INMEGEN
8239	HUI003_HUI003 AMR INMEGEN
8240	HUI004_HUI004 AMR INMEGEN
8241	HUI005_HUI005 AMR INMEGEN
8242	HUI006_HUI006 AMR INMEGEN
8243	HUI007_HUI007 AMR INMEGEN
8244	HUI008_HUI008 AMR INMEGEN
8245	HUI009_HUI009 AMR INMEGEN
8246	HUI010_HUI010 AMR INMEGEN
8247	HUI011_HUI011 AMR INMEGEN
8248	HUI012_HUI012 AMR INMEGEN
8249	HUI013_HUI013 AMR INMEGEN
8250	HUI014_HUI014 AMR INMEGEN
8251	HUI015_HUI015 AMR INMEGEN
8252	HUI016_HUI016 AMR INMEGEN
8253	HUI017_HUI017 AMR INMEGEN
8254	HUI018_HUI018 AMR INMEGEN
8255	HUI019_HUI019 AMR INMEGEN
8256	HUI020_HUI020 AMR INMEGEN
8257	HUI021_HUI021 AMR INMEGEN
8258	HUI022_HUI022 AMR INMEGEN
8259	HUI023_HUI023 AMR INMEGEN
8260	HUI024_HUI024 AMR INMEGEN
9244	LAC001_LAC001 AMR INMEGEN
9245	LAC002_LAC002 AMR INMEGEN
9246	LAC003_LAC003 AMR INMEGEN
9247	LAC004_LAC004 AMR INMEGEN
9248	LAC005_LAC005 AMR INMEGEN
9249	LAC006_LAC006 AMR INMEGEN
9250	LAC007_LAC007 AMR INMEGEN
9251	LAC008_LAC008 AMR INMEGEN
9252	LAC009_LAC009 AMR INMEGEN
9254	LAC011_LAC011 AMR INMEGEN
9255	LAC012_LAC012 AMR INMEGEN
9257	LAC014_LAC014 AMR INMEGEN
9261	LAC018_LAC018 AMR INMEGEN
9262	LAC019_LAC019 AMR INMEGEN
9263	LAC020_LAC020 AMR INMEGEN
9264	LAC021_LAC021 AMR INMEGEN
9265	LAC022_LAC022 AMR INMEGEN
9294	MAZ001_MAZ001 AMR INMEGEN
9295	MAZ002_MAZ002 AMR INMEGEN
9296	MAZ003_MAZ003 AMR INMEGEN
9297	MAZ005_MAZ005 AMR INMEGEN
9298	MAZ006_MAZ006 AMR INMEGEN
9299	MAZ007_MAZ007 AMR INMEGEN
9300	MAZ008_MAZ008 AMR INMEGEN
9301	MAZ009_MAZ009 AMR INMEGEN
9302	MAZ010_MAZ010 AMR INMEGEN
9303	MAZ011_MAZ011 AMR INMEGEN
9304	MAZ012_MAZ012 AMR INMEGEN
9305	MAZ013_MAZ013 AMR INMEGEN
9306	MAZ014_MAZ014 AMR INMEGEN
9307	MAZ015_MAZ015 AMR INMEGEN
9308	MAZ016_MAZ016 AMR INMEGEN
9309	MAZ017_MAZ017 AMR INMEGEN
9583	MYAC4001_MYAC042701 AMR INMEGEN
9584	MYAC4003_MYAC041703 AMR INMEGEN
9587	MYAC4009_MYAC042709 AMR INMEGEN
9588	MYAC4010_MYAC041710 AMR INMEGEN
9590	MYAC4012_MYAC042712 AMR INMEGEN
9592	MYAC4014_MYAC042714 AMR INMEGEN
9593	MYAC4016_MYAC041716 AMR INMEGEN
9594	MYAC4016_MYAC042716 AMR INMEGEN
9595	MYAC4017_MYAC041717 AMR INMEGEN
9596	MYAC4017_MYAC042717 AMR INMEGEN
9598	MYAC4018_MYAC042718 AMR INMEGEN
9600	MYAC4025_MYAC042725 AMR INMEGEN
9601	MYAC4026_MYAC041726 AMR INMEGEN
9602	MYAC4026_MYAC042726 AMR INMEGEN
9603	MYAC4028_MYAC041728 AMR INMEGEN
9606	MYAC4032_MYAC041732 AMR INMEGEN
9609	MYAQ001_MYAQ001 AMR INMEGEN
9610	MYAQ002_MYAQ002 AMR INMEGEN
9611	MYAQ003_MYAQ003 AMR INMEGEN
9612	MYAQ004_MYAQ004 AMR INMEGEN
9613	MYAQ005_MYAQ005 AMR INMEGEN
9614	MYAQ006_MYAQ006 AMR INMEGEN
9615	MYAQ007_MYAQ007 AMR INMEGEN
9616	MYAQ008_MYAQ008 AMR INMEGEN
9617	MYAQ009_MYAQ009 AMR INMEGEN
9618	MYAQ010_MYAQ010 AMR INMEGEN
9619	MYAQ013_MYAQ013 AMR INMEGEN
9620	MYAQ014_MYAQ014 AMR INMEGEN
9621	MYAQ015_MYAQ015 AMR INMEGEN
9622	MYAQ016_MYAQ016 AMR INMEGEN
9624	MYAQ018_MYAQ018 AMR INMEGEN
10176	NA19728	AMR	1000G
10178	NA19731	AMR	1000G
10179	NA19732	AMR	1000G
10477	NAJ001_NAJ001 AMR INMEGEN
10480	NAJ004_NAJ004 AMR INMEGEN
10481	NAJ005_NAJ005 AMR INMEGEN
10482	NAJ006_NAJ006 AMR INMEGEN
10483	NAJ007_NAJ007 AMR INMEGEN
10485	NAJ009_NAJ009 AMR INMEGEN
10486	NAJ010_NAJ010 AMR INMEGEN
10487	NAJ011_NAJ011 AMR INMEGEN
10489	NAJ013_NAJ013 AMR INMEGEN
10491	NAJ015_NAJ015 AMR INMEGEN
10492	NAJ016_NAJ016 AMR INMEGEN
10494	NAJ018_NAJ018 AMR INMEGEN
10495	NAJ019_NAJ019 AMR INMEGEN
10890	NXP003_NXP003 AMR INMEGEN
10891	NXP004_NXP004 AMR INMEGEN
10894	NXP007_NXP007 AMR INMEGEN
10902	NXP015_NXP015 AMR INMEGEN
10903	NXP016_NXP016 AMR INMEGEN
10904	NXP017_NXP017 AMR INMEGEN
10906	NXP019_NXP019 AMR INMEGEN
10975	PUR001_PUR001 AMR INMEGEN
10977	PUR003_PUR003 AMR INMEGEN
10978	PUR004_PUR004 AMR INMEGEN
10979	PUR005_PUR005 AMR INMEGEN
10981	PUR007_PUR007 AMR INMEGEN
10982	PUR008_PUR008 AMR INMEGEN
10983	PUR009_PUR009 AMR INMEGEN
10984	PUR010_PUR010 AMR INMEGEN
10985	PUR011_PUR011 AMR INMEGEN
10990	PUR016_PUR016 AMR INMEGEN
10991	PUR017_PUR017 AMR INMEGEN
10992	PUR018_PUR018 AMR INMEGEN
10993	PUR019_PUR019 AMR INMEGEN
10994	PUR020_PUR020 AMR INMEGEN
10995	PUR021_PUR021 AMR INMEGEN
10996	PUR022_PUR022 AMR INMEGEN
10997	PUR023_PUR023 AMR INMEGEN
11086	TAR002_TAR002 AMR INMEGEN
11087	TAR003_TAR003 AMR INMEGEN
11088	TAR004_TAR004 AMR INMEGEN
11089	TAR005_TAR005 AMR INMEGEN
11090	TAR006_TAR006 AMR INMEGEN
11091	TAR007_TAR007 AMR INMEGEN
11093	TAR009_TAR009 AMR INMEGEN
11095	TAR011_TAR011 AMR INMEGEN
11096	TAR012_TAR012 AMR INMEGEN
11097	TAR013_TAR013 AMR INMEGEN
11098	TAR014_TAR014 AMR INMEGEN
11099	TAR015_TAR015 AMR INMEGEN
11100	TAR016_TAR016 AMR INMEGEN
11102	TAR018_TAR018 AMR INMEGEN
11105	TAR021_TAR021 AMR INMEGEN
11106	TAR022_TAR022 AMR INMEGEN
11107	TAR023_TAR023 AMR INMEGEN
11108	TAR024_TAR024 AMR INMEGEN
11109	TEP10000_TEP101700 AMR INMEGEN
11110	TEP10000_TEP102700 AMR INMEGEN
11111	TEP10003_TEP101703 AMR INMEGEN
11112	TEP10003_TEP102703 AMR INMEGEN
11113	TEP10005_TEP102705 AMR INMEGEN
11114	TEP10009_TEP101709 AMR INMEGEN
11115	TEP10009_TEP102709 AMR INMEGEN
11116	TEP10018_TEP102718 AMR INMEGEN
11117	TEP10023_TEP102723 AMR INMEGEN
11118	TEP10026_TEP102726 AMR INMEGEN
11119	TEP10027_TEP101727 AMR INMEGEN
11120	TEP10027_TEP102727 AMR INMEGEN
11121	TEP10028_TEP101728 AMR INMEGEN
11122	TEP10028_TEP102728 AMR INMEGEN
11123	TEP10030_TEP101730 AMR INMEGEN
11124	TEP10030_TEP102730 AMR INMEGEN
11125	TEP10038_TEP102738 AMR INMEGEN
11126	TEP10039_TEP101739 AMR INMEGEN
11127	TEP10039_TEP102739 AMR INMEGEN
11128	TEP10040_TEP101740 AMR INMEGEN
11129	TEP10040_TEP102740 AMR INMEGEN
11130	TEP10098_TEP101798 AMR INMEGEN
11131	TEP10099_TEP101799 AMR INMEGEN
11137	TOJ001_TOJ001 AMR INMEGEN
11138	TOJ002_TOJ002 AMR INMEGEN
11139	TOJ003_TOJ003 AMR INMEGEN
11140	TOJ004_TOJ004 AMR INMEGEN
11141	TOJ005_TOJ005 AMR INMEGEN
11142	TOJ006_TOJ006 AMR INMEGEN
11143	TOJ007_TOJ007 AMR INMEGEN
11144	TOJ008_TOJ008 AMR INMEGEN
11145	TOJ009_TOJ009 AMR INMEGEN
11146	TOJ010_TOJ010 AMR INMEGEN
11147	TOJ011_TOJ011 AMR INMEGEN
11148	TOJ012_TOJ012 AMR INMEGEN
11149	TOJ013_TOJ013 AMR INMEGEN
11150	TOJ014_TOJ014 AMR INMEGEN
11151	TOJ015_TOJ015 AMR INMEGEN
11152	TOJ016_TOJ016 AMR INMEGEN
11153	TOJ017_TOJ017 AMR INMEGEN
11154	TOJ018_TOJ018 AMR INMEGEN
11155	TOJ019_TOJ019 AMR INMEGEN
11157	TOJ021_TOJ021 AMR INMEGEN
11158	TOT001_TOT001 AMR INMEGEN
11159	TOT002_TOT002 AMR INMEGEN
11160	TOT003_TOT003 AMR INMEGEN
11161	TOT004_TOT004 AMR INMEGEN
11162	TOT005_TOT005 AMR INMEGEN
11163	TOT006_TOT006 AMR INMEGEN
11165	TOT008_TOT008 AMR INMEGEN
11167	TOT010_TOT010 AMR INMEGEN
11168	TOT011_TOT011 AMR INMEGEN
11169	TOT012_TOT012 AMR INMEGEN
11170	TOT013_TOT013 AMR INMEGEN
11171	TOT014_TOT014 AMR INMEGEN
11172	TOT015_TOT015 AMR INMEGEN
11173	TOT016_TOT016 AMR INMEGEN
11174	TOT017_TOT017 AMR INMEGEN
11175	TOT018_TOT018 AMR INMEGEN
11177	TOT020_TOT020 AMR INMEGEN
11178	TOT021_TOT021 AMR INMEGEN
11179	TRQ001_TRQ001 AMR INMEGEN
11180	TRQ002_TRQ002 AMR INMEGEN
11181	TRQ003_TRQ003 AMR INMEGEN
11182	TRQ004_TRQ004 AMR INMEGEN
11183	TRQ005_TRQ005 AMR INMEGEN
11184	TRQ006_TRQ006 AMR INMEGEN
11185	TRQ007_TRQ007 AMR INMEGEN
11186	TRQ008_TRQ008 AMR INMEGEN
11187	TRQ009_TRQ009 AMR INMEGEN
11188	TRQ010_TRQ010 AMR INMEGEN
11189	TRQ011_TRQ011 AMR INMEGEN
11190	TRQ012_TRQ012 AMR INMEGEN
11191	TRQ013_TRQ013 AMR INMEGEN
11192	TRQ014_TRQ014 AMR INMEGEN
11193	TRQ015_TRQ015 AMR INMEGEN
11194	TRQ016_TRQ016 AMR INMEGEN
11195	TRQ017_TRQ017 AMR INMEGEN
11196	TRQ018_TRQ018 AMR INMEGEN
11197	TRQ019_TRQ019 AMR INMEGEN
11198	TRQ020_TRQ020 AMR INMEGEN
11199	TRQ021_TRQ021 AMR INMEGEN
11200	TRQ022_TRQ022 AMR INMEGEN
11201	TRQ023_TRQ023 AMR INMEGEN
11202	TRQ024_TRQ024 AMR INMEGEN
11203	TZT001_TZT001 AMR INMEGEN
11204	TZT002_TZT002 AMR INMEGEN
11205	TZT003_TZT003 AMR INMEGEN
11206	TZT004_TZT004 AMR INMEGEN
11207	TZT005_TZT005 AMR INMEGEN
11208	TZT006_TZT006 AMR INMEGEN
11209	TZT007_TZT007 AMR INMEGEN
11210	TZT008_TZT008 AMR INMEGEN
11211	TZT009_TZT009 AMR INMEGEN
11212	TZT010_TZT010 AMR INMEGEN
11213	TZT011_TZT011 AMR INMEGEN
11214	TZT012_TZT012 AMR INMEGEN
11215	TZT013_TZT013 AMR INMEGEN
11216	TZT014_TZT014 AMR INMEGEN
11217	TZT015_TZT015 AMR INMEGEN
11218	TZT016_TZT016 AMR INMEGEN
11219	TZT017_TZT017 AMR INMEGEN
11220	TZT018_TZT018 AMR INMEGEN
11221	TZT019_TZT019 AMR INMEGEN
11222	TZT020_TZT020 AMR INMEGEN
11223	TZT021_TZT021 AMR INMEGEN
11287	VER30026_VER302026 AMR INMEGEN
11295	VER30048_VER301048 AMR INMEGEN
11313	YUC31003_YUC311003 AMR INMEGEN
11411	ZAPN202602 AMR INMEGEN
11412	ZAPN201604 AMR INMEGEN
11413	ZAPN201606 AMR INMEGEN
11414	ZAPN201607 AMR INMEGEN
11415	ZAPN202609 AMR INMEGEN
11416	ZAPN202513 AMR INMEGEN
11417	ZAPN201516 AMR INMEGEN
11418	ZAPN201519 AMR INMEGEN
11419	ZAPN201520 AMR INMEGEN
11420	ZAPN201529 AMR INMEGEN
11421	ZAPN202534 AMR INMEGEN
11422	ZAPN202540 AMR INMEGEN
11423	ZAPN202542 AMR INMEGEN
11424	ZAPN201543 AMR INMEGEN
11425	ZAPN202545 AMR INMEGEN
11426	ZAPN202548 AMR INMEGEN
11427	ZAPN201555 AMR INMEGEN
11428	ZAPN201559 AMR INMEGEN
11429	ZAPN202560 AMR INMEGEN
11430	ZAPN202566 AMR INMEGEN
11431	ZAPN201569 AMR INMEGEN
11432	ZAPS001_ZAPS001 AMR INMEGEN
11433	ZAPS002_ZAPS002 AMR INMEGEN
11434	ZAPS003_ZAPS003 AMR INMEGEN
11435	ZAPS004_ZAPS004 AMR INMEGEN
11436	ZAPS005_ZAPS005 AMR INMEGEN
11437	ZAPS006_ZAPS006 AMR INMEGEN
11438	ZAPS007_ZAPS007 AMR INMEGEN
11439	ZAPS008_ZAPS008 AMR INMEGEN
11440	ZAPS009_ZAPS009 AMR INMEGEN
11441	ZAPS010_ZAPS010 AMR INMEGEN
11442	ZAPS011_ZAPS011 AMR INMEGEN
11443	ZAPS012_ZAPS012 AMR INMEGEN
11444	ZAPS013_ZAPS013 AMR INMEGEN
11445	ZAPS014_ZAPS014 AMR INMEGEN
11446	ZAPS015_ZAPS015 AMR INMEGEN
11447	ZAPS016_ZAPS016 AMR INMEGEN
11448	ZAPS017_ZAPS017 AMR INMEGEN
5290	GA000431	EAS	Genome Asia
5291	GA000432	EAS	Genome Asia
5292	GA000433	EAS	Genome Asia
5293	GA000434	EAS	Genome Asia
5294	GA000435	EAS	Genome Asia
5295	GA000436	EAS	Genome Asia
5296	GA000437	EAS	Genome Asia
5297	GA000438	EAS	Genome Asia
5298	GA000439	EAS	Genome Asia
5299	GA000440	EAS	Genome Asia
5300	GA000441	EAS	Genome Asia
5301	GA000442	EAS	Genome Asia
5302	GA000443	EAS	Genome Asia
5303	GA000444	EAS	Genome Asia
5304	GA000445	EAS	Genome Asia
5305	GA000446	EAS	Genome Asia
5306	GA000447	EAS	Genome Asia
5307	GA000448	EAS	Genome Asia
5308	GA000449	EAS	Genome Asia
5309	GA000450	EAS	Genome Asia
5310	GA000451	EAS	Genome Asia
5311	GA000452	EAS	Genome Asia
5312	GA000453	EAS	Genome Asia
5313	GA000454	EAS	Genome Asia
5314	GA000455	EAS	Genome Asia
5388	GA000550	EAS	Genome Asia
5392	GA000554	EAS	Genome Asia
5395	GA000557	EAS	Genome Asia
5398	GA000560	EAS	Genome Asia
5402	GA000564	EAS	Genome Asia
5947	GA001348	EAS	Genome Asia
5948	GA001349	EAS	Genome Asia
5949	GA001350	EAS	Genome Asia
5950	GA001351	EAS	Genome Asia
5951	GA001352	EAS	Genome Asia
5952	GA001354	EAS	Genome Asia
5953	GA001355	EAS	Genome Asia
5954	GA001356	EAS	Genome Asia
5955	GA001357	EAS	Genome Asia
5956	GA001361	EAS	Genome Asia
5957	GA001362	EAS	Genome Asia
5958	GA001364	EAS	Genome Asia
5959	GA001365	EAS	Genome Asia
5960	GA001366	EAS	Genome Asia
5961	GA001367	EAS	Genome Asia
5962	GA001368	EAS	Genome Asia
5963	GA001369	EAS	Genome Asia
5964	GA001370	EAS	Genome Asia
5965	GA001371	EAS	Genome Asia
5966	GA001372	EAS	Genome Asia
5967	GA001373	EAS	Genome Asia
5968	GA001374	EAS	Genome Asia
5969	GA001375	EAS	Genome Asia
5970	GA001376	EAS	Genome Asia
5971	GA001377	EAS	Genome Asia
5972	GA001378	EAS	Genome Asia
5973	GA001379	EAS	Genome Asia
5974	GA001380	EAS	Genome Asia
5975	GA001381	EAS	Genome Asia
5976	GA001382	EAS	Genome Asia
5977	GA001383	EAS	Genome Asia
5978	GA001384	EAS	Genome Asia
5979	GA001385	EAS	Genome Asia
5980	GA001386	EAS	Genome Asia
5981	GA001387	EAS	Genome Asia
5983	GA001389	EAS	Genome Asia
5984	GA001390	EAS	Genome Asia
5985	GA001391	EAS	Genome Asia
5986	GA001392	EAS	Genome Asia
5987	GA001393	EAS	Genome Asia
5988	GA001394	EAS	Genome Asia
5989	GA001395	EAS	Genome Asia
5990	GA001396	EAS	Genome Asia
6025	GA001431	EAS	Genome Asia
6026	GA001432	EAS	Genome Asia
6027	GA001433	EAS	Genome Asia
6028	GA001434	EAS	Genome Asia
6029	GA001435	EAS	Genome Asia
6030	GA001436	EAS	Genome Asia
6031	GA001437	EAS	Genome Asia
6032	GA001438	EAS	Genome Asia
6033	GA001439	EAS	Genome Asia
6034	GA001440	EAS	Genome Asia
6035	GA001441	EAS	Genome Asia
6075	GA001481	EAS	Genome Asia
6076	GA001482	EAS	Genome Asia
6077	GA001483	EAS	Genome Asia
6078	GA001484	EAS	Genome Asia
6079	GA001485	EAS	Genome Asia
6080	GA001486	EAS	Genome Asia
6081	GA001487	EAS	Genome Asia
6082	GA001488	EAS	Genome Asia
6083	GA001489	EAS	Genome Asia
6084	GA001490	EAS	Genome Asia
6085	GA001491	EAS	Genome Asia
6086	GA001492	EAS	Genome Asia
6087	GA001493	EAS	Genome Asia
6088	GA001494	EAS	Genome Asia
6089	GA001495	EAS	Genome Asia
6090	GA001496	EAS	Genome Asia
6091	GA001497	EAS	Genome Asia
